date,SYMC stock,isPartial
2015-04-01,0,False
2015-04-02,39,False
2015-04-03,28,False
2015-04-04,0,False
2015-04-05,0,False
2015-04-06,53,False
2015-04-07,24,False
2015-04-08,37,False
2015-04-09,25,False
2015-04-10,39,False
2015-04-11,30,False
2015-04-12,0,False
2015-04-13,24,False
2015-04-14,24,False
2015-04-15,41,False
2015-04-16,49,False
2015-04-17,26,False
2015-04-18,0,False
2015-04-19,29,False
2015-04-20,49,False
2015-04-21,50,False
2015-04-22,37,False
2015-04-23,100,False
2015-04-24,39,False
2015-04-25,29,False
2015-04-26,29,False
2015-04-27,49,False
2015-04-28,49,False
2015-04-29,37,False
2015-04-30,42,False
