date,PFE stock,isPartial
2016-01-01,11,False
2016-01-02,10,False
2016-01-03,10,False
2016-01-04,40,False
2016-01-05,44,False
2016-01-06,27,False
2016-01-07,75,False
2016-01-08,45,False
2016-01-09,10,False
2016-01-10,0,False
2016-01-11,34,False
2016-01-12,69,False
2016-01-13,47,False
2016-01-14,94,False
2016-01-15,54,False
2016-01-16,10,False
2016-01-17,15,False
2016-01-18,17,False
2016-01-19,47,False
2016-01-20,100,False
2016-01-21,53,False
2016-01-22,59,False
2016-01-23,0,False
2016-01-24,15,False
2016-01-25,39,False
2016-01-26,43,False
2016-01-27,56,False
2016-01-28,53,False
2016-01-29,72,False
2016-01-30,15,False
2016-01-31,10,False
