date,EA stock,isPartial
2013-12-01,18,False
2013-12-02,34,False
2013-12-03,38,False
2013-12-04,42,False
2013-12-05,35,False
2013-12-06,100,False
2013-12-07,32,False
2013-12-08,50,False
2013-12-09,63,False
2013-12-10,32,False
2013-12-11,64,False
2013-12-12,65,False
2013-12-13,68,False
2013-12-14,45,False
2013-12-15,19,False
2013-12-16,29,False
2013-12-17,40,False
2013-12-18,87,False
2013-12-19,60,False
2013-12-20,51,False
2013-12-21,20,False
2013-12-22,27,False
2013-12-23,24,False
2013-12-24,19,False
2013-12-25,19,False
2013-12-26,24,False
2013-12-27,18,False
2013-12-28,39,False
2013-12-29,17,False
2013-12-30,31,False
2013-12-31,39,False
