date,COST stock,isPartial
2018-10-01,75,False
2018-10-02,74,False
2018-10-03,71,False
2018-10-04,94,False
2018-10-05,100,False
2018-10-06,48,False
2018-10-07,39,False
2018-10-08,66,False
2018-10-09,74,False
2018-10-10,80,False
2018-10-11,84,False
2018-10-12,94,False
2018-10-13,45,False
2018-10-14,42,False
2018-10-15,81,False
2018-10-16,70,False
2018-10-17,81,False
2018-10-18,64,False
2018-10-19,62,False
2018-10-20,42,False
2018-10-21,44,False
2018-10-22,78,False
2018-10-23,70,False
2018-10-24,74,False
2018-10-25,80,False
2018-10-26,69,False
2018-10-27,49,False
2018-10-28,45,False
2018-10-29,75,False
2018-10-30,90,False
2018-10-31,77,False
