date,DIS stock,isPartial
2014-12-01,84,False
2014-12-02,74,False
2014-12-03,70,False
2014-12-04,96,False
2014-12-05,100,False
2014-12-06,36,False
2014-12-07,24,False
2014-12-08,41,False
2014-12-09,65,False
2014-12-10,66,False
2014-12-11,31,False
2014-12-12,69,False
2014-12-13,37,False
2014-12-14,12,False
2014-12-15,40,False
2014-12-16,36,False
2014-12-17,88,False
2014-12-18,48,False
2014-12-19,72,False
2014-12-20,50,False
2014-12-21,13,False
2014-12-22,70,False
2014-12-23,89,False
2014-12-24,50,False
2014-12-25,27,False
2014-12-26,48,False
2014-12-27,37,False
2014-12-28,18,False
2014-12-29,43,False
2014-12-30,66,False
2014-12-31,86,False
