date,TXN stock,isPartial
2013-03-01,51,False
2013-03-02,0,False
2013-03-03,0,False
2013-03-04,97,False
2013-03-05,74,False
2013-03-06,98,False
2013-03-07,100,False
2013-03-08,76,False
2013-03-09,0,False
2013-03-10,0,False
2013-03-11,48,False
2013-03-12,47,False
2013-03-13,48,False
2013-03-14,0,False
2013-03-15,0,False
2013-03-16,0,False
2013-03-17,0,False
2013-03-18,48,False
2013-03-19,96,False
2013-03-20,0,False
2013-03-21,49,False
2013-03-22,0,False
2013-03-23,0,False
2013-03-24,0,False
2013-03-25,48,False
2013-03-26,0,False
2013-03-27,0,False
2013-03-28,52,False
2013-03-29,56,False
2013-03-30,0,False
2013-03-31,0,False
