date,HAS stock,isPartial
2013-01-01,45,False
2013-01-02,48,False
2013-01-03,50,False
2013-01-04,67,False
2013-01-05,60,False
2013-01-06,34,False
2013-01-07,41,False
2013-01-08,70,False
2013-01-09,88,False
2013-01-10,70,False
2013-01-11,62,False
2013-01-12,56,False
2013-01-13,52,False
2013-01-14,69,False
2013-01-15,93,False
2013-01-16,90,False
2013-01-17,76,False
2013-01-18,49,False
2013-01-19,66,False
2013-01-20,58,False
2013-01-21,56,False
2013-01-22,72,False
2013-01-23,51,False
2013-01-24,90,False
2013-01-25,71,False
2013-01-26,89,False
2013-01-27,69,False
2013-01-28,100,False
2013-01-29,83,False
2013-01-30,72,False
2013-01-31,73,False
