date,BIDU stock,isPartial
2017-06-01,27,False
2017-06-02,27,False
2017-06-03,15,False
2017-06-04,0,False
2017-06-05,0,False
2017-06-06,25,False
2017-06-07,76,False
2017-06-08,90,False
2017-06-09,27,False
2017-06-10,15,False
2017-06-11,0,False
2017-06-12,25,False
2017-06-13,50,False
2017-06-14,90,False
2017-06-15,13,False
2017-06-16,40,False
2017-06-17,0,False
2017-06-18,15,False
2017-06-19,52,False
2017-06-20,100,False
2017-06-21,37,False
2017-06-22,25,False
2017-06-23,52,False
2017-06-24,0,False
2017-06-25,15,False
2017-06-26,53,False
2017-06-27,27,False
2017-06-28,27,False
2017-06-29,40,False
2017-06-30,69,False
