date,GILD stock,isPartial
2018-06-01,62,False
2018-06-02,9,False
2018-06-03,14,False
2018-06-04,55,False
2018-06-05,52,False
2018-06-06,100,False
2018-06-07,87,False
2018-06-08,33,False
2018-06-09,28,False
2018-06-10,14,False
2018-06-11,42,False
2018-06-12,62,False
2018-06-13,67,False
2018-06-14,39,False
2018-06-15,55,False
2018-06-16,0,False
2018-06-17,0,False
2018-06-18,23,False
2018-06-19,54,False
2018-06-20,79,False
2018-06-21,59,False
2018-06-22,66,False
2018-06-23,9,False
2018-06-24,9,False
2018-06-25,47,False
2018-06-26,43,False
2018-06-27,35,False
2018-06-28,40,False
2018-06-29,54,False
2018-06-30,14,False
