date,WDC stock,isPartial
2017-10-01,5,False
2017-10-02,26,False
2017-10-03,47,False
2017-10-04,40,False
2017-10-05,24,False
2017-10-06,29,False
2017-10-07,11,False
2017-10-08,11,False
2017-10-09,42,False
2017-10-10,39,False
2017-10-11,46,False
2017-10-12,24,False
2017-10-13,39,False
2017-10-14,24,False
2017-10-15,11,False
2017-10-16,33,False
2017-10-17,35,False
2017-10-18,37,False
2017-10-19,19,False
2017-10-20,29,False
2017-10-21,5,False
2017-10-22,10,False
2017-10-23,46,False
2017-10-24,50,False
2017-10-25,34,False
2017-10-26,79,False
2017-10-27,100,False
2017-10-28,11,False
2017-10-29,5,False
2017-10-30,50,False
2017-10-31,50,False
