date,MSFT stock,isPartial
2017-06-01,62,False
2017-06-02,77,False
2017-06-03,33,False
2017-06-04,17,False
2017-06-05,75,False
2017-06-06,87,False
2017-06-07,63,False
2017-06-08,66,False
2017-06-09,100,False
2017-06-10,26,False
2017-06-11,26,False
2017-06-12,99,False
2017-06-13,87,False
2017-06-14,91,False
2017-06-15,69,False
2017-06-16,69,False
2017-06-17,16,False
2017-06-18,13,False
2017-06-19,72,False
2017-06-20,71,False
2017-06-21,65,False
2017-06-22,61,False
2017-06-23,66,False
2017-06-24,19,False
2017-06-25,16,False
2017-06-26,66,False
2017-06-27,58,False
2017-06-28,65,False
2017-06-29,85,False
2017-06-30,68,False
