date,HD stock,isPartial
2017-07-01,34,False
2017-07-02,19,False
2017-07-03,37,False
2017-07-04,26,False
2017-07-05,38,False
2017-07-06,52,False
2017-07-07,40,False
2017-07-08,24,False
2017-07-09,16,False
2017-07-10,46,False
2017-07-11,39,False
2017-07-12,59,False
2017-07-13,50,False
2017-07-14,43,False
2017-07-15,27,False
2017-07-16,22,False
2017-07-17,57,False
2017-07-18,30,False
2017-07-19,51,False
2017-07-20,92,False
2017-07-21,100,False
2017-07-22,32,False
2017-07-23,27,False
2017-07-24,61,False
2017-07-25,83,False
2017-07-26,43,False
2017-07-27,48,False
2017-07-28,61,False
2017-07-29,21,False
2017-07-30,24,False
2017-07-31,50,False
