date,SBUX stock,isPartial
2016-01-01,14,False
2016-01-02,15,False
2016-01-03,5,False
2016-01-04,38,False
2016-01-05,38,False
2016-01-06,44,False
2016-01-07,54,False
2016-01-08,30,False
2016-01-09,11,False
2016-01-10,8,False
2016-01-11,41,False
2016-01-12,25,False
2016-01-13,39,False
2016-01-14,45,False
2016-01-15,56,False
2016-01-16,19,False
2016-01-17,15,False
2016-01-18,18,False
2016-01-19,43,False
2016-01-20,61,False
2016-01-21,89,False
2016-01-22,100,False
2016-01-23,14,False
2016-01-24,11,False
2016-01-25,45,False
2016-01-26,37,False
2016-01-27,50,False
2016-01-28,61,False
2016-01-29,66,False
2016-01-30,21,False
2016-01-31,9,False
