date,EBAY stock,isPartial
2013-01-01,59,False
2013-01-02,70,False
2013-01-03,73,False
2013-01-04,77,False
2013-01-05,63,False
2013-01-06,67,False
2013-01-07,56,False
2013-01-08,63,False
2013-01-09,67,False
2013-01-10,48,False
2013-01-11,53,False
2013-01-12,59,False
2013-01-13,58,False
2013-01-14,62,False
2013-01-15,68,False
2013-01-16,85,False
2013-01-17,100,False
2013-01-18,86,False
2013-01-19,46,False
2013-01-20,70,False
2013-01-21,59,False
2013-01-22,60,False
2013-01-23,90,False
2013-01-24,80,False
2013-01-25,87,False
2013-01-26,69,False
2013-01-27,55,False
2013-01-28,66,False
2013-01-29,67,False
2013-01-30,55,False
2013-01-31,73,False
