date,MAT stock,isPartial
2016-05-01,36,False
2016-05-02,47,False
2016-05-03,0,False
2016-05-04,31,False
2016-05-05,48,False
2016-05-06,100,False
2016-05-07,0,False
2016-05-08,36,False
2016-05-09,47,False
2016-05-10,61,False
2016-05-11,31,False
2016-05-12,47,False
2016-05-13,32,False
2016-05-14,36,False
2016-05-15,36,False
2016-05-16,61,False
2016-05-17,91,False
2016-05-18,61,False
2016-05-19,31,False
2016-05-20,65,False
2016-05-21,36,False
2016-05-22,36,False
2016-05-23,30,False
2016-05-24,31,False
2016-05-25,0,False
2016-05-26,97,False
2016-05-27,99,False
2016-05-28,37,False
2016-05-29,37,False
2016-05-30,64,False
2016-05-31,62,False
