date,EA stock,isPartial
2016-11-01,100,False
2016-11-02,87,False
2016-11-03,58,False
2016-11-04,46,False
2016-11-05,12,False
2016-11-06,15,False
2016-11-07,36,False
2016-11-08,18,False
2016-11-09,90,False
2016-11-10,48,False
2016-11-11,36,False
2016-11-12,24,False
2016-11-13,18,False
2016-11-14,57,False
2016-11-15,41,False
2016-11-16,42,False
2016-11-17,44,False
2016-11-18,22,False
2016-11-19,13,False
2016-11-20,17,False
2016-11-21,28,False
2016-11-22,46,False
2016-11-23,23,False
2016-11-24,13,False
2016-11-25,32,False
2016-11-26,17,False
2016-11-27,17,False
2016-11-28,22,False
2016-11-29,27,False
2016-11-30,35,False
