date,BA stock,isPartial
2016-11-01,63,False
2016-11-02,33,False
2016-11-03,33,False
2016-11-04,26,False
2016-11-05,22,False
2016-11-06,13,False
2016-11-07,53,False
2016-11-08,35,False
2016-11-09,99,False
2016-11-10,100,False
2016-11-11,45,False
2016-11-12,15,False
2016-11-13,9,False
2016-11-14,53,False
2016-11-15,95,False
2016-11-16,53,False
2016-11-17,58,False
2016-11-18,44,False
2016-11-19,20,False
2016-11-20,21,False
2016-11-21,45,False
2016-11-22,65,False
2016-11-23,40,False
2016-11-24,28,False
2016-11-25,26,False
2016-11-26,14,False
2016-11-27,14,False
2016-11-28,57,False
2016-11-29,70,False
2016-11-30,48,False
