date,WMT stock,isPartial
2018-02-01,27,False
2018-02-02,34,False
2018-02-03,10,False
2018-02-04,2,False
2018-02-05,32,False
2018-02-06,38,False
2018-02-07,26,False
2018-02-08,27,False
2018-02-09,30,False
2018-02-10,11,False
2018-02-11,6,False
2018-02-12,23,False
2018-02-13,21,False
2018-02-14,24,False
2018-02-15,23,False
2018-02-16,27,False
2018-02-17,8,False
2018-02-18,3,False
2018-02-19,13,False
2018-02-20,100,False
2018-02-21,87,False
2018-02-22,66,False
2018-02-23,54,False
2018-02-24,11,False
2018-02-25,9,False
2018-02-26,41,False
2018-02-27,35,False
2018-02-28,33,False
