date,COST stock,isPartial
2014-12-01,57,False
2014-12-02,72,False
2014-12-03,84,False
2014-12-04,71,False
2014-12-05,61,False
2014-12-06,43,False
2014-12-07,62,False
2014-12-08,84,False
2014-12-09,100,False
2014-12-10,73,False
2014-12-11,83,False
2014-12-12,64,False
2014-12-13,36,False
2014-12-14,50,False
2014-12-15,83,False
2014-12-16,75,False
2014-12-17,56,False
2014-12-18,56,False
2014-12-19,63,False
2014-12-20,35,False
2014-12-21,30,False
2014-12-22,48,False
2014-12-23,48,False
2014-12-24,31,False
2014-12-25,28,False
2014-12-26,37,False
2014-12-27,39,False
2014-12-28,17,False
2014-12-29,34,False
2014-12-30,39,False
2014-12-31,47,False
