date,DIS stock,isPartial
2015-11-01,7,False
2015-11-02,41,False
2015-11-03,75,False
2015-11-04,82,False
2015-11-05,100,False
2015-11-06,95,False
2015-11-07,38,False
2015-11-08,17,False
2015-11-09,63,False
2015-11-10,38,False
2015-11-11,33,False
2015-11-12,42,False
2015-11-13,49,False
2015-11-14,17,False
2015-11-15,7,False
2015-11-16,47,False
2015-11-17,46,False
2015-11-18,52,False
2015-11-19,30,False
2015-11-20,51,False
2015-11-21,17,False
2015-11-22,3,False
2015-11-23,43,False
2015-11-24,35,False
2015-11-25,43,False
2015-11-26,9,False
2015-11-27,64,False
2015-11-28,10,False
2015-11-29,7,False
2015-11-30,37,False
