date,CSCO stock,isPartial
2016-09-01,73,False
2016-09-02,76,False
2016-09-03,30,False
2016-09-04,15,False
2016-09-05,19,False
2016-09-06,80,False
2016-09-07,91,False
2016-09-08,52,False
2016-09-09,80,False
2016-09-10,35,False
2016-09-11,34,False
2016-09-12,52,False
2016-09-13,97,False
2016-09-14,55,False
2016-09-15,90,False
2016-09-16,70,False
2016-09-17,34,False
2016-09-18,19,False
2016-09-19,58,False
2016-09-20,33,False
2016-09-21,100,False
2016-09-22,94,False
2016-09-23,48,False
2016-09-24,20,False
2016-09-25,14,False
2016-09-26,70,False
2016-09-27,50,False
2016-09-28,75,False
2016-09-29,80,False
2016-09-30,87,False
