date,GS stock,isPartial
2013-07-01,22,False
2013-07-02,33,False
2013-07-03,22,False
2013-07-04,35,False
2013-07-05,24,False
2013-07-06,28,False
2013-07-07,28,False
2013-07-08,44,False
2013-07-09,33,False
2013-07-10,67,False
2013-07-11,67,False
2013-07-12,24,False
2013-07-13,28,False
2013-07-14,27,False
2013-07-15,33,False
2013-07-16,100,False
2013-07-17,23,False
2013-07-18,69,False
2013-07-19,47,False
2013-07-20,27,False
2013-07-21,0,False
2013-07-22,22,False
2013-07-23,33,False
2013-07-24,56,False
2013-07-25,23,False
2013-07-26,70,False
2013-07-27,41,False
2013-07-28,0,False
2013-07-29,22,False
2013-07-30,22,False
2013-07-31,45,False
