date,TSLA stock,isPartial
2013-09-01,21,False
2013-09-02,22,False
2013-09-03,67,False
2013-09-04,57,False
2013-09-05,90,False
2013-09-06,49,False
2013-09-07,13,False
2013-09-08,17,False
2013-09-09,92,False
2013-09-10,100,False
2013-09-11,67,False
2013-09-12,63,False
2013-09-13,66,False
2013-09-14,17,False
2013-09-15,12,False
2013-09-16,63,False
2013-09-17,42,False
2013-09-18,53,False
2013-09-19,46,False
2013-09-20,75,False
2013-09-21,21,False
2013-09-22,33,False
2013-09-23,68,False
2013-09-24,52,False
2013-09-25,39,False
2013-09-26,76,False
2013-09-27,75,False
2013-09-28,25,False
2013-09-29,29,False
2013-09-30,56,False
