date,EBAY stock,isPartial
2012-07-01,60,False
2012-07-02,62,False
2012-07-03,65,False
2012-07-04,73,False
2012-07-05,60,False
2012-07-06,57,False
2012-07-07,53,False
2012-07-08,70,False
2012-07-09,56,False
2012-07-10,58,False
2012-07-11,70,False
2012-07-12,64,False
2012-07-13,58,False
2012-07-14,43,False
2012-07-15,68,False
2012-07-16,77,False
2012-07-17,62,False
2012-07-18,92,False
2012-07-19,100,False
2012-07-20,77,False
2012-07-21,48,False
2012-07-22,40,False
2012-07-23,83,False
2012-07-24,77,False
2012-07-25,77,False
2012-07-26,65,False
2012-07-27,67,False
2012-07-28,71,False
2012-07-29,76,False
2012-07-30,71,False
2012-07-31,75,False
