date,HD stock,isPartial
2015-04-01,88,False
2015-04-02,93,False
2015-04-03,75,False
2015-04-04,98,False
2015-04-05,35,False
2015-04-06,50,False
2015-04-07,71,False
2015-04-08,81,False
2015-04-09,63,False
2015-04-10,99,False
2015-04-11,52,False
2015-04-12,48,False
2015-04-13,59,False
2015-04-14,89,False
2015-04-15,63,False
2015-04-16,100,False
2015-04-17,81,False
2015-04-18,48,False
2015-04-19,48,False
2015-04-20,74,False
2015-04-21,56,False
2015-04-22,53,False
2015-04-23,60,False
2015-04-24,49,False
2015-04-25,48,False
2015-04-26,62,False
2015-04-27,83,False
2015-04-28,73,False
2015-04-29,46,False
2015-04-30,90,False
