date,BA stock,isPartial
2012-04-01,29,False
2012-04-02,57,False
2012-04-03,40,False
2012-04-04,37,False
2012-04-05,0,False
2012-04-06,28,False
2012-04-07,30,False
2012-04-08,0,False
2012-04-09,29,False
2012-04-10,58,False
2012-04-11,36,False
2012-04-12,97,False
2012-04-13,43,False
2012-04-14,29,False
2012-04-15,29,False
2012-04-16,35,False
2012-04-17,55,False
2012-04-18,32,False
2012-04-19,56,False
2012-04-20,76,False
2012-04-21,29,False
2012-04-22,28,False
2012-04-23,31,False
2012-04-24,63,False
2012-04-25,56,False
2012-04-26,80,False
2012-04-27,38,False
2012-04-28,30,False
2012-04-29,29,False
2012-04-30,100,False
