date,SBUX stock,isPartial
2013-09-01,15,False
2013-09-02,17,False
2013-09-03,25,False
2013-09-04,54,False
2013-09-05,30,False
2013-09-06,33,False
2013-09-07,23,False
2013-09-08,22,False
2013-09-09,62,False
2013-09-10,49,False
2013-09-11,37,False
2013-09-12,100,False
2013-09-13,34,False
2013-09-14,22,False
2013-09-15,0,False
2013-09-16,43,False
2013-09-17,28,False
2013-09-18,33,False
2013-09-19,46,False
2013-09-20,22,False
2013-09-21,44,False
2013-09-22,29,False
2013-09-23,45,False
2013-09-24,57,False
2013-09-25,17,False
2013-09-26,42,False
2013-09-27,44,False
2013-09-28,15,False
2013-09-29,22,False
2013-09-30,41,False
