date,KO stock,isPartial
2015-12-01,34,False
2015-12-02,42,False
2015-12-03,35,False
2015-12-04,9,False
2015-12-05,20,False
2015-12-06,10,False
2015-12-07,59,False
2015-12-08,43,False
2015-12-09,25,False
2015-12-10,52,False
2015-12-11,44,False
2015-12-12,30,False
2015-12-13,20,False
2015-12-14,42,False
2015-12-15,61,False
2015-12-16,62,False
2015-12-17,100,False
2015-12-18,57,False
2015-12-19,32,False
2015-12-20,21,False
2015-12-21,36,False
2015-12-22,83,False
2015-12-23,29,False
2015-12-24,22,False
2015-12-25,0,False
2015-12-26,32,False
2015-12-27,32,False
2015-12-28,38,False
2015-12-29,57,False
2015-12-30,38,False
2015-12-31,21,False
