date,MAT stock,isPartial
2018-04-01,39,False
2018-04-02,41,False
2018-04-03,45,False
2018-04-04,39,False
2018-04-05,46,False
2018-04-06,31,False
2018-04-07,23,False
2018-04-08,22,False
2018-04-09,90,False
2018-04-10,71,False
2018-04-11,70,False
2018-04-12,49,False
2018-04-13,41,False
2018-04-14,23,False
2018-04-15,22,False
2018-04-16,48,False
2018-04-17,45,False
2018-04-18,39,False
2018-04-19,100,False
2018-04-20,82,False
2018-04-21,69,False
2018-04-22,45,False
2018-04-23,44,False
2018-04-24,57,False
2018-04-25,32,False
2018-04-26,59,False
2018-04-27,34,False
2018-04-28,38,False
2018-04-29,30,False
2018-04-30,53,False
