date,GS stock,isPartial
2012-05-01,0,False
2012-05-02,34,False
2012-05-03,35,False
2012-05-04,53,False
2012-05-05,41,False
2012-05-06,0,False
2012-05-07,99,False
2012-05-08,0,False
2012-05-09,33,False
2012-05-10,34,False
2012-05-11,70,False
2012-05-12,41,False
2012-05-13,0,False
2012-05-14,0,False
2012-05-15,100,False
2012-05-16,66,False
2012-05-17,35,False
2012-05-18,72,False
2012-05-19,42,False
2012-05-20,83,False
2012-05-21,0,False
2012-05-22,66,False
2012-05-23,67,False
2012-05-24,85,False
2012-05-25,36,False
2012-05-26,0,False
2012-05-27,0,False
2012-05-28,35,False
2012-05-29,49,False
2012-05-30,33,False
2012-05-31,50,False
