date,TSLA stock,isPartial
2015-09-01,86,False
2015-09-02,68,False
2015-09-03,91,False
2015-09-04,47,False
2015-09-05,13,False
2015-09-06,11,False
2015-09-07,24,False
2015-09-08,77,False
2015-09-09,75,False
2015-09-10,71,False
2015-09-11,58,False
2015-09-12,13,False
2015-09-13,20,False
2015-09-14,46,False
2015-09-15,50,False
2015-09-16,79,False
2015-09-17,35,False
2015-09-18,67,False
2015-09-19,10,False
2015-09-20,5,False
2015-09-21,67,False
2015-09-22,54,False
2015-09-23,62,False
2015-09-24,73,False
2015-09-25,79,False
2015-09-26,34,False
2015-09-27,10,False
2015-09-28,67,False
2015-09-29,71,False
2015-09-30,100,False
