date,KO stock,isPartial
2014-06-01,13,False
2014-06-02,55,False
2014-06-03,60,False
2014-06-04,71,False
2014-06-05,22,False
2014-06-06,65,False
2014-06-07,49,False
2014-06-08,14,False
2014-06-09,62,False
2014-06-10,68,False
2014-06-11,39,False
2014-06-12,50,False
2014-06-13,41,False
2014-06-14,14,False
2014-06-15,14,False
2014-06-16,44,False
2014-06-17,61,False
2014-06-18,39,False
2014-06-19,86,False
2014-06-20,66,False
2014-06-21,21,False
2014-06-22,14,False
2014-06-23,100,False
2014-06-24,50,False
2014-06-25,67,False
2014-06-26,28,False
2014-06-27,59,False
2014-06-28,28,False
2014-06-29,14,False
2014-06-30,62,False
