date,CSCO stock,isPartial
2017-12-01,69,False
2017-12-02,28,False
2017-12-03,16,False
2017-12-04,93,False
2017-12-05,86,False
2017-12-06,73,False
2017-12-07,67,False
2017-12-08,70,False
2017-12-09,16,False
2017-12-10,12,False
2017-12-11,75,False
2017-12-12,82,False
2017-12-13,100,False
2017-12-14,52,False
2017-12-15,84,False
2017-12-16,49,False
2017-12-17,24,False
2017-12-18,95,False
2017-12-19,86,False
2017-12-20,58,False
2017-12-21,63,False
2017-12-22,71,False
2017-12-23,17,False
2017-12-24,18,False
2017-12-25,18,False
2017-12-26,55,False
2017-12-27,79,False
2017-12-28,68,False
2017-12-29,73,False
2017-12-30,25,False
2017-12-31,17,False
