date,INTC stock,isPartial
2015-04-01,44,False
2015-04-02,42,False
2015-04-03,32,False
2015-04-04,34,False
2015-04-05,10,False
2015-04-06,42,False
2015-04-07,43,False
2015-04-08,24,False
2015-04-09,40,False
2015-04-10,42,False
2015-04-11,9,False
2015-04-12,9,False
2015-04-13,83,False
2015-04-14,71,False
2015-04-15,92,False
2015-04-16,84,False
2015-04-17,58,False
2015-04-18,14,False
2015-04-19,19,False
2015-04-20,35,False
2015-04-21,48,False
2015-04-22,60,False
2015-04-23,77,False
2015-04-24,100,False
2015-04-25,19,False
2015-04-26,28,False
2015-04-27,51,False
2015-04-28,82,False
2015-04-29,35,False
2015-04-30,49,False
