date,PEP stock,isPartial
2012-09-01,60,False
2012-09-02,0,False
2012-09-03,0,False
2012-09-04,48,False
2012-09-05,48,False
2012-09-06,73,False
2012-09-07,0,False
2012-09-08,59,False
2012-09-09,59,False
2012-09-10,0,False
2012-09-11,48,False
2012-09-12,71,False
2012-09-13,48,False
2012-09-14,50,False
2012-09-15,0,False
2012-09-16,0,False
2012-09-17,47,False
2012-09-18,47,False
2012-09-19,0,False
2012-09-20,97,False
2012-09-21,100,False
2012-09-22,58,False
2012-09-23,56,False
2012-09-24,0,False
2012-09-25,47,False
2012-09-26,71,False
2012-09-27,48,False
2012-09-28,50,False
2012-09-29,0,False
2012-09-30,0,False
