date,TSLA stock,isPartial
2016-04-01,100,False
2016-04-02,24,False
2016-04-03,12,False
2016-04-04,51,False
2016-04-05,58,False
2016-04-06,44,False
2016-04-07,56,False
2016-04-08,37,False
2016-04-09,8,False
2016-04-10,8,False
2016-04-11,42,False
2016-04-12,37,False
2016-04-13,44,False
2016-04-14,29,False
2016-04-15,29,False
2016-04-16,6,False
2016-04-17,6,False
2016-04-18,26,False
2016-04-19,20,False
2016-04-20,28,False
2016-04-21,31,False
2016-04-22,23,False
2016-04-23,6,False
2016-04-24,2,False
2016-04-25,22,False
2016-04-26,16,False
2016-04-27,30,False
2016-04-28,24,False
2016-04-29,19,False
2016-04-30,4,False
