date,EBAY stock,isPartial
2013-05-01,96,False
2013-05-02,89,False
2013-05-03,100,False
2013-05-04,69,False
2013-05-05,79,False
2013-05-06,81,False
2013-05-07,99,False
2013-05-08,90,False
2013-05-09,84,False
2013-05-10,99,False
2013-05-11,87,False
2013-05-12,74,False
2013-05-13,87,False
2013-05-14,93,False
2013-05-15,78,False
2013-05-16,85,False
2013-05-17,85,False
2013-05-18,71,False
2013-05-19,77,False
2013-05-20,94,False
2013-05-21,84,False
2013-05-22,76,False
2013-05-23,74,False
2013-05-24,73,False
2013-05-25,68,False
2013-05-26,40,False
2013-05-27,68,False
2013-05-28,74,False
2013-05-29,88,False
2013-05-30,88,False
2013-05-31,77,False
