date,SIRI stock,isPartial
2012-04-01,30,False
2012-04-02,71,False
2012-04-03,71,False
2012-04-04,62,False
2012-04-05,60,False
2012-04-06,50,False
2012-04-07,34,False
2012-04-08,0,False
2012-04-09,100,False
2012-04-10,94,False
2012-04-11,66,False
2012-04-12,40,False
2012-04-13,42,False
2012-04-14,42,False
2012-04-15,18,False
2012-04-16,39,False
2012-04-17,72,False
2012-04-18,46,False
2012-04-19,50,False
2012-04-20,45,False
2012-04-21,30,False
2012-04-22,18,False
2012-04-23,49,False
2012-04-24,23,False
2012-04-25,36,False
2012-04-26,57,False
2012-04-27,28,False
2012-04-28,21,False
2012-04-29,12,False
2012-04-30,38,False
