date,GOOG stock,isPartial
2013-02-01,87,False
2013-02-02,52,False
2013-02-03,21,False
2013-02-04,50,False
2013-02-05,39,False
2013-02-06,58,False
2013-02-07,48,False
2013-02-08,91,False
2013-02-09,35,False
2013-02-10,30,False
2013-02-11,51,False
2013-02-12,63,False
2013-02-13,62,False
2013-02-14,48,False
2013-02-15,57,False
2013-02-16,52,False
2013-02-17,17,False
2013-02-18,22,False
2013-02-19,100,False
2013-02-20,79,False
2013-02-21,83,False
2013-02-22,60,False
2013-02-23,25,False
2013-02-24,0,False
2013-02-25,66,False
2013-02-26,42,False
2013-02-27,46,False
2013-02-28,76,False
