date,AMZN stock,isPartial
2018-04-01,7,False
2018-04-02,72,False
2018-04-03,66,False
2018-04-04,52,False
2018-04-05,47,False
2018-04-06,45,False
2018-04-07,10,False
2018-04-08,9,False
2018-04-09,32,False
2018-04-10,30,False
2018-04-11,36,False
2018-04-12,31,False
2018-04-13,29,False
2018-04-14,7,False
2018-04-15,3,False
2018-04-16,27,False
2018-04-17,33,False
2018-04-18,46,False
2018-04-19,44,False
2018-04-20,36,False
2018-04-21,8,False
2018-04-22,2,False
2018-04-23,34,False
2018-04-24,37,False
2018-04-25,40,False
2018-04-26,82,False
2018-04-27,100,False
2018-04-28,16,False
2018-04-29,5,False
2018-04-30,42,False
