date,HD stock,isPartial
2013-10-01,41,False
2013-10-02,67,False
2013-10-03,57,False
2013-10-04,66,False
2013-10-05,33,False
2013-10-06,65,False
2013-10-07,42,False
2013-10-08,100,False
2013-10-09,42,False
2013-10-10,93,False
2013-10-11,63,False
2013-10-12,26,False
2013-10-13,63,False
2013-10-14,68,False
2013-10-15,60,False
2013-10-16,63,False
2013-10-17,39,False
2013-10-18,63,False
2013-10-19,33,False
2013-10-20,73,False
2013-10-21,52,False
2013-10-22,72,False
2013-10-23,86,False
2013-10-24,63,False
2013-10-25,62,False
2013-10-26,67,False
2013-10-27,24,False
2013-10-28,71,False
2013-10-29,58,False
2013-10-30,52,False
2013-10-31,50,False
