date,PFE stock,isPartial
2013-12-01,0,False
2013-12-02,17,False
2013-12-03,89,False
2013-12-04,36,False
2013-12-05,0,False
2013-12-06,37,False
2013-12-07,21,False
2013-12-08,0,False
2013-12-09,18,False
2013-12-10,36,False
2013-12-11,36,False
2013-12-12,18,False
2013-12-13,58,False
2013-12-14,22,False
2013-12-15,0,False
2013-12-16,55,False
2013-12-17,18,False
2013-12-18,37,False
2013-12-19,38,False
2013-12-20,100,False
2013-12-21,0,False
2013-12-22,0,False
2013-12-23,0,False
2013-12-24,22,False
2013-12-25,73,False
2013-12-26,42,False
2013-12-27,20,False
2013-12-28,22,False
2013-12-29,22,False
2013-12-30,20,False
2013-12-31,0,False
