date,AAPL stock,isPartial
2013-12-01,15,False
2013-12-02,68,False
2013-12-03,79,False
2013-12-04,75,False
2013-12-05,76,False
2013-12-06,65,False
2013-12-07,24,False
2013-12-08,17,False
2013-12-09,45,False
2013-12-10,66,False
2013-12-11,49,False
2013-12-12,43,False
2013-12-13,61,False
2013-12-14,15,False
2013-12-15,11,False
2013-12-16,34,False
2013-12-17,42,False
2013-12-18,72,False
2013-12-19,53,False
2013-12-20,68,False
2013-12-21,29,False
2013-12-22,17,False
2013-12-23,100,False
2013-12-24,78,False
2013-12-25,20,False
2013-12-26,76,False
2013-12-27,58,False
2013-12-28,26,False
2013-12-29,21,False
2013-12-30,46,False
2013-12-31,73,False
