date,BA stock,isPartial
2014-01-01,13,False
2014-01-02,54,False
2014-01-03,53,False
2014-01-04,23,False
2014-01-05,35,False
2014-01-06,48,False
2014-01-07,63,False
2014-01-08,57,False
2014-01-09,70,False
2014-01-10,69,False
2014-01-11,18,False
2014-01-12,19,False
2014-01-13,39,False
2014-01-14,36,False
2014-01-15,95,False
2014-01-16,67,False
2014-01-17,48,False
2014-01-18,16,False
2014-01-19,23,False
2014-01-20,39,False
2014-01-21,72,False
2014-01-22,71,False
2014-01-23,59,False
2014-01-24,95,False
2014-01-25,17,False
2014-01-26,23,False
2014-01-27,58,False
2014-01-28,67,False
2014-01-29,88,False
2014-01-30,100,False
2014-01-31,65,False
