date,DIS stock,isPartial
2013-07-01,16,False
2013-07-02,66,False
2013-07-03,67,False
2013-07-04,35,False
2013-07-05,54,False
2013-07-06,42,False
2013-07-07,0,False
2013-07-08,33,False
2013-07-09,50,False
2013-07-10,34,False
2013-07-11,17,False
2013-07-12,18,False
2013-07-13,41,False
2013-07-14,0,False
2013-07-15,33,False
2013-07-16,50,False
2013-07-17,68,False
2013-07-18,34,False
2013-07-19,88,False
2013-07-20,0,False
2013-07-21,0,False
2013-07-22,83,False
2013-07-23,82,False
2013-07-24,33,False
2013-07-25,17,False
2013-07-26,35,False
2013-07-27,0,False
2013-07-28,0,False
2013-07-29,33,False
2013-07-30,82,False
2013-07-31,100,False
