date,SYMC stock,isPartial
2018-08-01,13,False
2018-08-02,53,False
2018-08-03,100,False
2018-08-04,13,False
2018-08-05,13,False
2018-08-06,36,False
2018-08-07,18,False
2018-08-08,31,False
2018-08-09,21,False
2018-08-10,24,False
2018-08-11,9,False
2018-08-12,0,False
2018-08-13,16,False
2018-08-14,12,False
2018-08-15,20,False
2018-08-16,69,False
2018-08-17,29,False
2018-08-18,9,False
2018-08-19,9,False
2018-08-20,8,False
2018-08-21,16,False
2018-08-22,24,False
2018-08-23,21,False
2018-08-24,12,False
2018-08-25,9,False
2018-08-26,0,False
2018-08-27,15,False
2018-08-28,23,False
2018-08-29,26,False
2018-08-30,21,False
2018-08-31,24,False
