date,MCD stock,isPartial
2013-04-01,73,False
2013-04-02,52,False
2013-04-03,26,False
2013-04-04,69,False
2013-04-05,45,False
2013-04-06,42,False
2013-04-07,51,False
2013-04-08,85,False
2013-04-09,43,False
2013-04-10,60,False
2013-04-11,78,False
2013-04-12,64,False
2013-04-13,21,False
2013-04-14,31,False
2013-04-15,43,False
2013-04-16,95,False
2013-04-17,52,False
2013-04-18,70,False
2013-04-19,100,False
2013-04-20,21,False
2013-04-21,21,False
2013-04-22,78,False
2013-04-23,86,False
2013-04-24,61,False
2013-04-25,27,False
2013-04-26,46,False
2013-04-27,21,False
2013-04-28,0,False
2013-04-29,78,False
2013-04-30,61,False
