date,ATVI stock,isPartial
2018-01-01,9,False
2018-01-02,24,False
2018-01-03,30,False
2018-01-04,52,False
2018-01-05,48,False
2018-01-06,24,False
2018-01-07,6,False
2018-01-08,23,False
2018-01-09,42,False
2018-01-10,44,False
2018-01-11,81,False
2018-01-12,100,False
2018-01-13,14,False
2018-01-14,6,False
2018-01-15,12,False
2018-01-16,41,False
2018-01-17,41,False
2018-01-18,42,False
2018-01-19,38,False
2018-01-20,14,False
2018-01-21,12,False
2018-01-22,36,False
2018-01-23,44,False
2018-01-24,44,False
2018-01-25,59,False
2018-01-26,49,False
2018-01-27,10,False
2018-01-28,9,False
2018-01-29,58,False
2018-01-30,47,False
2018-01-31,52,False
