date,SIRI stock,isPartial
2015-02-01,13,False
2015-02-02,22,False
2015-02-03,33,False
2015-02-04,71,False
2015-02-05,89,False
2015-02-06,75,False
2015-02-07,13,False
2015-02-08,19,False
2015-02-09,55,False
2015-02-10,54,False
2015-02-11,60,False
2015-02-12,100,False
2015-02-13,93,False
2015-02-14,13,False
2015-02-15,39,False
2015-02-16,46,False
2015-02-17,79,False
2015-02-18,50,False
2015-02-19,84,False
2015-02-20,46,False
2015-02-21,26,False
2015-02-22,19,False
2015-02-23,22,False
2015-02-24,48,False
2015-02-25,77,False
2015-02-26,77,False
2015-02-27,62,False
2015-02-28,13,False
