date,AAPL stock,isPartial
2013-01-01,6,False
2013-01-02,28,False
2013-01-03,23,False
2013-01-04,25,False
2013-01-05,7,False
2013-01-06,3,False
2013-01-07,15,False
2013-01-08,18,False
2013-01-09,14,False
2013-01-10,16,False
2013-01-11,20,False
2013-01-12,7,False
2013-01-13,3,False
2013-01-14,26,False
2013-01-15,42,False
2013-01-16,43,False
2013-01-17,33,False
2013-01-18,37,False
2013-01-19,8,False
2013-01-20,7,False
2013-01-21,12,False
2013-01-22,25,False
2013-01-23,50,False
2013-01-24,100,False
2013-01-25,66,False
2013-01-26,26,False
2013-01-27,12,False
2013-01-28,41,False
2013-01-29,40,False
2013-01-30,31,False
2013-01-31,25,False
