date,AMZN stock,isPartial
2018-09-01,12,False
2018-09-02,9,False
2018-09-03,11,False
2018-09-04,94,False
2018-09-05,100,False
2018-09-06,89,False
2018-09-07,72,False
2018-09-08,15,False
2018-09-09,12,False
2018-09-10,66,False
2018-09-11,64,False
2018-09-12,62,False
2018-09-13,59,False
2018-09-14,62,False
2018-09-15,10,False
2018-09-16,7,False
2018-09-17,69,False
2018-09-18,82,False
2018-09-19,64,False
2018-09-20,68,False
2018-09-21,61,False
2018-09-22,15,False
2018-09-23,5,False
2018-09-24,58,False
2018-09-25,52,False
2018-09-26,65,False
2018-09-27,60,False
2018-09-28,72,False
2018-09-29,9,False
2018-09-30,5,False
