date,MCD stock,isPartial
2016-04-01,49,False
2016-04-02,41,False
2016-04-03,19,False
2016-04-04,67,False
2016-04-05,51,False
2016-04-06,44,False
2016-04-07,48,False
2016-04-08,64,False
2016-04-09,35,False
2016-04-10,29,False
2016-04-11,61,False
2016-04-12,30,False
2016-04-13,58,False
2016-04-14,38,False
2016-04-15,46,False
2016-04-16,16,False
2016-04-17,19,False
2016-04-18,41,False
2016-04-19,24,False
2016-04-20,65,False
2016-04-21,66,False
2016-04-22,100,False
2016-04-23,20,False
2016-04-24,17,False
2016-04-25,70,False
2016-04-26,57,False
2016-04-27,91,False
2016-04-28,48,False
2016-04-29,67,False
2016-04-30,12,False
