date,BA stock,isPartial
2013-07-01,15,False
2013-07-02,40,False
2013-07-03,19,False
2013-07-04,20,False
2013-07-05,27,False
2013-07-06,16,False
2013-07-07,23,False
2013-07-08,50,False
2013-07-09,16,False
2013-07-10,25,False
2013-07-11,35,False
2013-07-12,100,False
2013-07-13,27,False
2013-07-14,23,False
2013-07-15,31,False
2013-07-16,41,False
2013-07-17,54,False
2013-07-18,32,False
2013-07-19,33,False
2013-07-20,12,False
2013-07-21,8,False
2013-07-22,44,False
2013-07-23,22,False
2013-07-24,45,False
2013-07-25,35,False
2013-07-26,20,False
2013-07-27,15,False
2013-07-28,19,False
2013-07-29,28,False
2013-07-30,22,False
2013-07-31,41,False
