date,SYMC stock,isPartial
2016-01-01,0,False
2016-01-02,49,False
2016-01-03,0,False
2016-01-04,84,False
2016-01-05,42,False
2016-01-06,43,False
2016-01-07,42,False
2016-01-08,100,False
2016-01-09,47,False
2016-01-10,46,False
2016-01-11,40,False
2016-01-12,40,False
2016-01-13,41,False
2016-01-14,61,False
2016-01-15,43,False
2016-01-16,0,False
2016-01-17,0,False
2016-01-18,41,False
2016-01-19,41,False
2016-01-20,83,False
2016-01-21,42,False
2016-01-22,86,False
2016-01-23,47,False
2016-01-24,0,False
2016-01-25,54,False
2016-01-26,41,False
2016-01-27,81,False
2016-01-28,41,False
2016-01-29,71,False
2016-01-30,47,False
2016-01-31,92,False
