date,EA stock,isPartial
2017-09-01,55,False
2017-09-02,28,False
2017-09-03,28,False
2017-09-04,25,False
2017-09-05,59,False
2017-09-06,71,False
2017-09-07,56,False
2017-09-08,61,False
2017-09-09,23,False
2017-09-10,33,False
2017-09-11,54,False
2017-09-12,54,False
2017-09-13,50,False
2017-09-14,83,False
2017-09-15,77,False
2017-09-16,27,False
2017-09-17,40,False
2017-09-18,86,False
2017-09-19,50,False
2017-09-20,82,False
2017-09-21,75,False
2017-09-22,49,False
2017-09-23,48,False
2017-09-24,36,False
2017-09-25,62,False
2017-09-26,100,False
2017-09-27,86,False
2017-09-28,67,False
2017-09-29,91,False
2017-09-30,35,False
