date,BA stock,isPartial
2015-12-01,43,False
2015-12-02,48,False
2015-12-03,69,False
2015-12-04,50,False
2015-12-05,12,False
2015-12-06,28,False
2015-12-07,68,False
2015-12-08,44,False
2015-12-09,78,False
2015-12-10,69,False
2015-12-11,30,False
2015-12-12,0,False
2015-12-13,33,False
2015-12-14,43,False
2015-12-15,100,False
2015-12-16,50,False
2015-12-17,61,False
2015-12-18,70,False
2015-12-19,30,False
2015-12-20,18,False
2015-12-21,77,False
2015-12-22,37,False
2015-12-23,72,False
2015-12-24,56,False
2015-12-25,20,False
2015-12-26,12,False
2015-12-27,12,False
2015-12-28,21,False
2015-12-29,48,False
2015-12-30,54,False
2015-12-31,54,False
