date,TXN stock,isPartial
2014-04-01,74,False
2014-04-02,38,False
2014-04-03,0,False
2014-04-04,39,False
2014-04-05,0,False
2014-04-06,88,False
2014-04-07,74,False
2014-04-08,56,False
2014-04-09,37,False
2014-04-10,38,False
2014-04-11,81,False
2014-04-12,46,False
2014-04-13,0,False
2014-04-14,38,False
2014-04-15,0,False
2014-04-16,58,False
2014-04-17,41,False
2014-04-18,43,False
2014-04-19,0,False
2014-04-20,0,False
2014-04-21,0,False
2014-04-22,74,False
2014-04-23,38,False
2014-04-24,0,False
2014-04-25,100,False
2014-04-26,0,False
2014-04-27,0,False
2014-04-28,37,False
2014-04-29,38,False
2014-04-30,39,False
