date,SYMC stock,isPartial
2017-07-01,57,False
2017-07-02,0,False
2017-07-03,25,False
2017-07-04,38,False
2017-07-05,25,False
2017-07-06,50,False
2017-07-07,90,False
2017-07-08,29,False
2017-07-09,29,False
2017-07-10,37,False
2017-07-11,73,False
2017-07-12,37,False
2017-07-13,100,False
2017-07-14,76,False
2017-07-15,29,False
2017-07-16,29,False
2017-07-17,86,False
2017-07-18,61,False
2017-07-19,37,False
2017-07-20,24,False
2017-07-21,25,False
2017-07-22,0,False
2017-07-23,28,False
2017-07-24,36,False
2017-07-25,36,False
2017-07-26,48,False
2017-07-27,24,False
2017-07-28,51,False
2017-07-29,43,False
2017-07-30,28,False
2017-07-31,84,False
