date,TSLA stock,isPartial
2018-10-01,100,False
2018-10-02,64,False
2018-10-03,41,False
2018-10-04,47,False
2018-10-05,55,False
2018-10-06,11,False
2018-10-07,7,False
2018-10-08,49,False
2018-10-09,48,False
2018-10-10,51,False
2018-10-11,50,False
2018-10-12,41,False
2018-10-13,9,False
2018-10-14,5,False
2018-10-15,32,False
2018-10-16,39,False
2018-10-17,39,False
2018-10-18,32,False
2018-10-19,34,False
2018-10-20,7,False
2018-10-21,4,False
2018-10-22,28,False
2018-10-23,51,False
2018-10-24,82,False
2018-10-25,84,False
2018-10-26,54,False
2018-10-27,13,False
2018-10-28,5,False
2018-10-29,42,False
2018-10-30,41,False
2018-10-31,32,False
