date,BA stock,isPartial
2015-05-01,54,False
2015-05-02,35,False
2015-05-03,14,False
2015-05-04,30,False
2015-05-05,65,False
2015-05-06,53,False
2015-05-07,84,False
2015-05-08,100,False
2015-05-09,58,False
2015-05-10,29,False
2015-05-11,30,False
2015-05-12,65,False
2015-05-13,54,False
2015-05-14,37,False
2015-05-15,43,False
2015-05-16,28,False
2015-05-17,14,False
2015-05-18,41,False
2015-05-19,53,False
2015-05-20,52,False
2015-05-21,54,False
2015-05-22,76,False
2015-05-23,21,False
2015-05-24,29,False
2015-05-25,24,False
2015-05-26,23,False
2015-05-27,59,False
2015-05-28,59,False
2015-05-29,62,False
2015-05-30,0,False
2015-05-31,28,False
