date,HD stock,isPartial
2015-03-01,59,False
2015-03-02,61,False
2015-03-03,91,False
2015-03-04,56,False
2015-03-05,42,False
2015-03-06,38,False
2015-03-07,42,False
2015-03-08,36,False
2015-03-09,41,False
2015-03-10,55,False
2015-03-11,56,False
2015-03-12,63,False
2015-03-13,79,False
2015-03-14,42,False
2015-03-15,59,False
2015-03-16,31,False
2015-03-17,51,False
2015-03-18,87,False
2015-03-19,51,False
2015-03-20,100,False
2015-03-21,55,False
2015-03-22,41,False
2015-03-23,56,False
2015-03-24,61,False
2015-03-25,45,False
2015-03-26,71,False
2015-03-27,65,False
2015-03-28,45,False
2015-03-29,50,False
2015-03-30,71,False
2015-03-31,31,False
