date,ATVI stock,isPartial
2014-08-01,95,False
2014-08-02,36,False
2014-08-03,0,False
2014-08-04,50,False
2014-08-05,100,False
2014-08-06,81,False
2014-08-07,58,False
2014-08-08,53,False
2014-08-09,0,False
2014-08-10,0,False
2014-08-11,30,False
2014-08-12,59,False
2014-08-13,29,False
2014-08-14,31,False
2014-08-15,32,False
2014-08-16,36,False
2014-08-17,0,False
2014-08-18,60,False
2014-08-19,30,False
2014-08-20,59,False
2014-08-21,44,False
2014-08-22,46,False
2014-08-23,35,False
2014-08-24,0,False
2014-08-25,58,False
2014-08-26,86,False
2014-08-27,57,False
2014-08-28,30,False
2014-08-29,31,False
2014-08-30,35,False
2014-08-31,34,False
