date,MAT stock,isPartial
2018-06-01,100,False
2018-06-02,38,False
2018-06-03,56,False
2018-06-04,56,False
2018-06-05,24,False
2018-06-06,48,False
2018-06-07,72,False
2018-06-08,62,False
2018-06-09,37,False
2018-06-10,70,False
2018-06-11,69,False
2018-06-12,88,False
2018-06-13,60,False
2018-06-14,59,False
2018-06-15,38,False
2018-06-16,28,False
2018-06-17,27,False
2018-06-18,59,False
2018-06-19,58,False
2018-06-20,94,False
2018-06-21,24,False
2018-06-22,41,False
2018-06-23,37,False
2018-06-24,55,False
2018-06-25,31,False
2018-06-26,31,False
2018-06-27,23,False
2018-06-28,36,False
2018-06-29,38,False
2018-06-30,41,False
