date,KO stock,isPartial
2016-07-01,31,False
2016-07-02,9,False
2016-07-03,12,False
2016-07-04,10,False
2016-07-05,23,False
2016-07-06,29,False
2016-07-07,45,False
2016-07-08,22,False
2016-07-09,18,False
2016-07-10,15,False
2016-07-11,33,False
2016-07-12,33,False
2016-07-13,41,False
2016-07-14,25,False
2016-07-15,45,False
2016-07-16,12,False
2016-07-17,9,False
2016-07-18,33,False
2016-07-19,36,False
2016-07-20,28,False
2016-07-21,31,False
2016-07-22,32,False
2016-07-23,15,False
2016-07-24,6,False
2016-07-25,33,False
2016-07-26,56,False
2016-07-27,100,False
2016-07-28,46,False
2016-07-29,56,False
2016-07-30,27,False
2016-07-31,12,False
